Book_ID,Title,Author,Genre,Published_Year,Price,Stock
370,Proactive 6thgeneration methodology,Betty Carroll,Mystery,1902,27.28,11
371,Realigned context-sensitive pricing structure,Jason Rodriguez,Fiction,2004,6.64,90
372,Decentralized multi-tasking data-warehouse,Dr. Kelly Armstrong,Romance,1959,40.74,29
373,Visionary modular productivity,Ruben Nichols,Romance,1949,24.04,35
374,Business-focused real-time benchmark,David Nelson,Science Fiction,1997,11.66,0
375,Persevering national encoding,Paul Moore,Mystery,1949,25.33,78
376,Public-key analyzing Graphic Interface,Abigail Madden,Fiction,1990,32.41,16
377,Seamless demand-driven focus group,Matthew Fuentes,Mystery,1968,27.1,11
378,Enterprise-wide dedicated knowledge user,Jordan Merritt,Mystery,1938,37.6,16
379,Profound leadingedge capability,Mary French,Mystery,1992,30.75,17
380,Switchable needs-based strategy,Richard Fisher,Biography,1957,42.47,38
381,Integrated secondary access,Sheena Harris,Non-Fiction,1984,48.03,93
382,Switchable modular moratorium,Tonya Saunders,Romance,2010,49.88,76
383,Profound didactic leverage,Andrew Murphy,Fantasy,2017,5.52,22
384,Self-enabling contextually-based frame,Lori Taylor,Science Fiction,1966,14.87,20
385,Multi-tiered foreground contingency,Jamie Gates,Fiction,1938,41.82,50
386,Upgradable interactive emulation,Christopher Ross,Biography,2021,28.12,37
387,Open-architected scalable knowledge user,Mitchell Larson,Mystery,2016,7.28,2
388,Versatile value-added structure,Jackson Hill,Science Fiction,1936,6.38,76
389,Distributed secondary software,Erik Reynolds,Romance,1969,8.02,21
390,Switchable full-range definition,Joseph Rivas,Mystery,1932,40.29,54
391,Re-contextualized radical matrix,Michael Howell,Fantasy,1903,30.15,2
392,Operative foreground project,Valerie Mcfarland,Fantasy,1970,8.54,60
393,Future-proofed fault-tolerant encoding,Larry Andrews,Science Fiction,1918,25.38,28
394,Front-line client-driven projection,Amy Andrews,Science Fiction,1996,19.85,44
395,Cross-group zero administration utilization,Mary Barnett,Mystery,1988,29.58,80
396,Expanded explicit neural-net,Melissa Tucker,Romance,2005,30.02,4
397,Automated radical solution,Leonard Vega,Biography,1948,10.56,82
398,Upgradable foreground open system,Kathryn Lopez,Science Fiction,1907,43.25,11
399,Ergonomic stable open architecture,Robin Brown,Romance,1955,40.22,31
400,Multi-tiered context-sensitive hub,Amanda Knight,Mystery,1923,48.49,40
401,Synchronized client-server service-desk,James Alvarado,Fiction,1906,49.89,29
402,Optimized heuristic challenge,Tracy Hendrix,Science Fiction,1962,46.93,26
403,Digitized encompassing definition,Thomas Gonzales,Fantasy,1996,46.71,83
404,Open-architected stable solution,Chad Nichols,Science Fiction,2017,45.74,70
405,Up-sized impactful artificial intelligence,Rebecca Delgado,Science Fiction,1913,12.55,73
406,Function-based heuristic analyzer,Craig Smith,Biography,1990,49.53,11
407,Open-source 5thgeneration alliance,Laurie Allen,Science Fiction,2001,16.86,75
408,Object-based multimedia algorithm,Frank Aguilar,Non-Fiction,2009,17.43,37
409,Switchable context-sensitive productivity,Ashley Rodriguez,Fantasy,1911,34.21,58
410,Integrated exuding application,Elizabeth Morrison,Romance,1923,27.82,81
411,Business-focused eco-centric help-desk,Sarah Miller,Science Fiction,1965,16.56,10
412,Mandatory exuding monitoring,Vincent Miles,Romance,1959,14.72,16
413,Robust tangible hardware,Paul Miles,Non-Fiction,1999,40.22,32
414,Decentralized actuating analyzer,Robert Johnson,Fantasy,1986,34.84,98
415,Re-engineered 24/7 projection,Kathryn Williams,Non-Fiction,1948,25.51,44
416,Enhanced impactful system engine,Bianca Matthews,Science Fiction,1939,19.43,29
417,Stand-alone 24hour interface,James Ortiz,Romance,1980,44.59,20
418,Sharable regional product,Michael Walker,Biography,2022,8.94,92
419,Optimized multi-state capacity,Sean Griffin,Non-Fiction,2001,45.7,38
420,Team-oriented logistical analyzer,Scott Gentry,Science Fiction,2010,44.19,13
421,Compatible 24/7 forecast,Michael Anderson,Science Fiction,1985,34.84,19
422,Extended actuating encryption,Kylie Brown,Romance,1935,32.48,4
423,Synergized mobile architecture,Gregory Perez,Romance,1988,13.07,86
424,Cross-platform asynchronous encryption,Michelle Edwards,Fantasy,1935,44.28,88
425,Innovative directional matrix,David Castaneda,Romance,2009,41.33,9
426,Multi-layered fresh-thinking solution,James Buckley,Science Fiction,1912,47.11,3
427,Automated scalable installation,Mitchell Hess,Biography,1986,45.12,83
428,Realigned multi-tasking installation,Patrick Contreras,Mystery,1933,21.23,39
429,Networked contextually-based throughput,Andrea Eaton,Fantasy,1959,46.54,65
430,Organized methodical productivity,Daniel Santos,Biography,1950,38.5,40
431,Customer-focused context-sensitive process improvement,Mary Warren,Science Fiction,2021,23.45,19
432,Cloned impactful solution,Nichole Smith,Fantasy,1961,8.79,50
433,Centralized responsive firmware,Alexander Nelson,Biography,1919,29.55,23
434,Grass-roots zero tolerance archive,Michelle Taylor,Biography,1966,10.23,25
435,Synergized bandwidth-monitored workforce,Amy Marks,Fantasy,1961,28.29,93
436,Total explicit open architecture,Zachary Williams,Science Fiction,1982,22.7,7
437,Polarized hybrid emulation,Christopher Washington,Science Fiction,1963,24.1,86
438,Polarized heuristic database,Franklin Mack,Fiction,1989,22.38,56
439,Re-contextualized real-time strategy,Nicole Lynch,Fiction,1953,26.34,23
440,Future-proofed upward-trending process improvement,Gregory Wallace,Non-Fiction,1934,41.05,10
441,Robust eco-centric capacity,Brian Haney,Biography,1990,35.14,0
442,Distributed directional adapter,Sarah Smith,Mystery,2012,26,41
443,Profound logistical capacity,Ray Walsh,Romance,1995,34.54,14
444,Team-oriented 3rdgeneration encryption,Sabrina Hernandez DVM,Romance,1962,23.59,27
445,Integrated intermediate Internet solution,Stacy Cabrera,Mystery,1976,7.87,67
446,Streamlined well-modulated migration,Isabel Wood,Romance,1934,27.32,66
447,Progressive bi-directional methodology,Adrian Taylor,Fantasy,2015,44.78,27
448,Triple-buffered multi-tasking help-desk,Brian Johnson,Biography,1969,29.28,60
449,Triple-buffered neutral adapter,Kristi Phillips,Science Fiction,2003,16.53,85
450,Visionary optimizing project,Douglas Bush,Biography,2022,46.3,95
451,Face-to-face responsive secured line,Lindsey Rodriguez,Fantasy,1970,37,63
452,Robust attitude-oriented attitude,Zachary Hayes,Biography,1955,49.5,15
453,Multi-channeled 5thgeneration Internet solution,Jennifer Powell,Biography,1963,24.7,94
454,Reverse-engineered directional conglomeration,John Christian,Fiction,2006,20.37,90
455,Distributed attitude-oriented open system,Jamie Lambert,Romance,1923,33.17,75
456,Centralized cohesive website,Luis Rogers,Mystery,1984,25.49,59
457,Networked systemic implementation,Ryan Frank,Science Fiction,1965,13.55,0
458,Function-based zero-defect initiative,Daniel Nunez,Romance,1952,47.39,61
459,Pre-emptive interactive focus group,Shannon Reese,Mystery,1937,48.35,82
460,Integrated grid-enabled superstructure,Katherine Robbins,Science Fiction,1950,43.09,78
461,Adaptive didactic interface,Natalie Gonzalez,Fiction,1923,25.97,94
462,Optimized national process improvement,Megan Goodwin,Fiction,1978,10.99,42
463,Pre-emptive asynchronous leverage,Courtney Nichols,Fantasy,2022,16.47,72
464,Up-sized tertiary archive,Todd Kennedy,Fantasy,1955,13.08,3
465,Open-source needs-based secured line,Jacob French,Mystery,1949,34.51,86
466,Grass-roots solution-oriented adapter,William Turner,Non-Fiction,2018,31.81,85
467,Stand-alone multimedia throughput,Jason Jefferson,Fantasy,1939,16.49,43
468,Team-oriented empowering synergy,Sandra Williams,Non-Fiction,2023,35.06,49
469,Synergistic dedicated concept,Lisa Bailey,Mystery,2021,21.56,100
470,Implemented encompassing conglomeration,Melissa Taylor,Fiction,2010,21.23,44
471,Multi-layered global open system,Jose Meyer,Biography,2012,30.58,37
472,Quality-focused multi-tasking challenge,Katrina Underwood,Fiction,1905,31.12,100
473,Expanded analyzing portal,Lisa Coffey,Fiction,1941,37.51,79
474,Team-oriented human-resource access,Cody Shah,Fantasy,1927,42.14,76
475,Multi-channeled multi-tasking capability,Patricia Buck,Science Fiction,1964,21.05,41
476,Devolved mobile conglomeration,Alexander Bailey,Biography,1984,8.55,79
477,Ergonomic incremental hub,Tanya Mcdonald,Biography,1907,32.74,54
478,Reverse-engineered context-sensitive hardware,Christina Hernandez,Mystery,1967,38.55,70
479,Multi-layered optimizing migration,Wesley Escobar,Fiction,1908,39.23,78
480,Down-sized static interface,Todd Brown,Biography,1925,47.13,87
481,Face-to-face systematic throughput,Teresa Brennan,Non-Fiction,1978,48.13,64
482,Progressive asymmetric Internet solution,Sean Miller,Science Fiction,1990,11.31,1
483,Adaptive 4thgeneration concept,Hector Palmer,Non-Fiction,2021,39.47,32
484,Reduced secondary core,Benjamin Peters,Fantasy,1966,5.37,45
485,Vision-oriented tangible project,Christopher Price,Mystery,1941,10.07,8
486,User-friendly motivating strategy,Keith Smith,Non-Fiction,1997,23.83,58
487,Re-engineered demand-driven parallelism,Jeremy Hayes,Science Fiction,1933,6.04,95
488,Adaptive 5thgeneration orchestration,Jaclyn Miller,Romance,1913,14.04,99
489,Polarized optimal array,Destiny Scott,Non-Fiction,1989,27.43,63
490,Secured zero tolerance time-frame,Denise Barnes,Fantasy,1998,35.95,10
491,Ergonomic national hub,Samantha Ruiz,Mystery,2015,24.63,25
492,Optimized interactive challenge,Colin Buckley,Fantasy,1987,14.33,70
493,Persistent local encoding,Troy Cox,Science Fiction,2019,48.99,84
494,Open-architected exuding structure,Jacqueline Young,Romance,1927,43.63,95
495,Advanced encompassing implementation,Bryan Morgan,Biography,1985,6.56,2
496,Adaptive 5thgeneration encoding,Juan Miller,Fantasy,1956,10.95,16
497,Customizable 24hour product,Christopher Andrews,Fiction,2020,43.52,8
498,Streamlined coherent initiative,Derrick Howard,Non-Fiction,1913,15.75,27
499,Persevering reciprocal knowledge user,Mario Moore,Fantasy,1971,35.8,19
500,Configurable modular throughput,Joseph Crane,Biography,1949,21.34,100
